"Story","Title","Result","Date","Stability","Duration (s)"
"Login into the application","successful login","SUCCESS","2021-09-09T18:13:30.2709472-05:00[America/Lima]","0.0","41.57"
"Login into the application","failed login","SUCCESS","2021-09-09T18:14:11.8568948-05:00[America/Lima]","0.0","23.32"
"Login into the application","user not registered","SUCCESS","2021-09-09T18:14:35.1870212-05:00[America/Lima]","0.0","29.66"
