"Story","Title","Result","Date","Stability","Duration (s)"
"Login into the application","successful login","SUCCESS","2021-10-04T11:41:43.9832915-05:00[America/Lima]","0.0","50.61"
"Login into the application","failed login","SUCCESS","2021-10-04T11:42:34.604674-05:00[America/Lima]","0.0","22.51"
"Login into the application","user not registered","SUCCESS","2021-10-04T11:42:57.1228737-05:00[America/Lima]","0.0","36.86"
